Price,Open,High,Low,Close,Adj Close,Volume
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
Date,Open,High,Low,Close,Adj Close,Volume
5/16/2007,1500.75,1514.150024,1500.75,1514.140015,1514.140015,2915350000
5/17/2007,1514.01001,1517.140015,1509.290039,1512.75,1512.75,2868640000
5/18/2007,1512.73999,1522.75,1512.73999,1522.75,1522.75,2959050000
5/21/2007,1522.75,1529.869995,1522.709961,1525.099976,1525.099976,3465360000
5/22/2007,1525.099976,1529.23999,1522.050049,1524.119995,1524.119995,2860500000
5/23/2007,1524.089966,1532.430054,1521.900024,1522.280029,1522.280029,3084260000
5/24/2007,1522.099976,1529.310059,1505.180054,1507.51001,1507.51001,3365530000
5/25/2007,1507.5,1517.410034,1507.5,1515.72998,1515.72998,2316250000
5/29/2007,1515.550049,1521.800049,1512.02002,1518.109985,1518.109985,2571790000
5/30/2007,1517.599976,1530.22998,1510.060059,1530.22998,1530.22998,2980210000
5/31/2007,1530.189941,1535.560059,1528.26001,1530.619995,1530.619995,3335530000
6/1/2007,1530.619995,1540.560059,1530.619995,1536.339966,1536.339966,2927020000
6/4/2007,1536.280029,1540.530029,1532.310059,1539.180054,1539.180054,2738930000
6/5/2007,1539.119995,1539.119995,1525.619995,1530.949951,1530.949951,2939450000
6/6/2007,1530.569946,1530.569946,1514.130005,1517.380005,1517.380005,2964190000
6/7/2007,1517.359985,1517.359985,1490.369995,1490.719971,1490.719971,3538470000
6/8/2007,1490.709961,1507.76001,1487.410034,1507.670044,1507.670044,2993460000
6/11/2007,1507.640015,1515.530029,1503.349976,1509.119995,1509.119995,2525280000
6/12/2007,1509.119995,1511.329956,1492.969971,1493,1493,3056200000
6/13/2007,1492.650024,1515.699951,1492.650024,1515.670044,1515.670044,3077930000
6/14/2007,1515.579956,1526.449951,1515.579956,1522.969971,1522.969971,2813630000
6/15/2007,1522.969971,1538.709961,1522.969971,1532.910034,1532.910034,3406030000
6/18/2007,1532.900024,1535.439941,1529.310059,1531.050049,1531.050049,2480240000
6/19/2007,1531.02002,1535.849976,1525.670044,1533.699951,1533.699951,2873590000
6/20/2007,1533.680054,1537.319946,1512.359985,1512.839966,1512.839966,3286900000
6/21/2007,1512.5,1522.900024,1504.75,1522.189941,1522.189941,3161110000
6/22/2007,1522.189941,1522.189941,1500.73999,1502.560059,1502.560059,4284320000
6/25/2007,1502.560059,1514.290039,1492.680054,1497.73999,1497.73999,3287250000
6/26/2007,1497.680054,1506.119995,1490.540039,1492.890015,1492.890015,3398530000
6/27/2007,1492.619995,1506.800049,1484.180054,1506.339966,1506.339966,3398150000
6/28/2007,1506.319946,1514.839966,1503.410034,1505.709961,1505.709961,3006710000
6/29/2007,1505.699951,1517.530029,1493.609985,1503.349976,1503.349976,3165410000
7/2/2007,1504.660034,1519.449951,1504.660034,1519.430054,1519.430054,2648990000
7/3/2007,1519.119995,1526.01001,1519.119995,1524.869995,1524.869995,1560790000
7/5/2007,1524.859985,1526.569946,1517.719971,1525.400024,1525.400024,2622950000
7/6/2007,1524.959961,1532.400024,1520.469971,1530.439941,1530.439941,2441520000
7/9/2007,1530.430054,1534.26001,1527.449951,1531.849976,1531.849976,2715330000
7/10/2007,1531.849976,1531.849976,1510.01001,1510.119995,1510.119995,3244280000
7/11/2007,1509.930054,1519.339966,1506.099976,1518.76001,1518.76001,3082920000
7/12/2007,1518.73999,1547.920044,1518.73999,1547.699951,1547.699951,3489600000
7/13/2007,1547.680054,1555.099976,1544.849976,1552.5,1552.5,2801120000
7/16/2007,1552.5,1555.900024,1546.689941,1549.52002,1549.52002,2704110000
7/17/2007,1549.52002,1555.319946,1547.73999,1549.369995,1549.369995,3007140000
7/18/2007,1549.199951,1549.199951,1533.670044,1546.170044,1546.170044,3609220000
7/19/2007,1546.130005,1555.199951,1546.130005,1553.079956,1553.079956,3251450000
7/20/2007,1553.189941,1553.189941,1529.199951,1534.099976,1534.099976,3745780000
7/23/2007,1534.060059,1547.22998,1534.060059,1541.569946,1541.569946,3102700000
7/24/2007,1541.569946,1541.569946,1508.619995,1511.040039,1511.040039,4115830000
7/25/2007,1511.030029,1524.310059,1503.72998,1518.089966,1518.089966,4283200000
7/26/2007,1518.089966,1518.089966,1465.300049,1482.660034,1482.660034,4472550000
7/27/2007,1482.439941,1488.530029,1458.949951,1458.949951,1458.949951,4784650000
7/30/2007,1458.930054,1477.880005,1454.319946,1473.910034,1473.910034,4128780000
7/31/2007,1473.900024,1488.300049,1454.25,1455.27002,1455.27002,4524520000
8/1/2007,1455.180054,1468.380005,1439.589966,1465.810059,1465.810059,5256780000
8/2/2007,1465.459961,1476.430054,1460.579956,1472.199951,1472.199951,4368850000
8/3/2007,1472.180054,1473.22998,1432.800049,1433.060059,1433.060059,4272110000
8/6/2007,1433.040039,1467.670044,1427.390015,1467.670044,1467.670044,5067200000
8/7/2007,1467.619995,1488.300049,1455.800049,1476.709961,1476.709961,4909390000
8/8/2007,1476.219971,1503.890015,1476.219971,1497.48999,1497.48999,5499560000
8/9/2007,1497.209961,1497.209961,1453.089966,1453.089966,1453.089966,5889600000
8/10/2007,1453.089966,1462.02002,1429.73999,1453.640015,1453.640015,5345780000
8/13/2007,1453.420044,1466.290039,1451.540039,1452.920044,1452.920044,3696280000
8/14/2007,1452.869995,1456.73999,1426.199951,1426.540039,1426.540039,3814630000
8/15/2007,1426.150024,1440.780029,1404.359985,1406.699951,1406.699951,4290930000
8/16/2007,1406.640015,1415.969971,1370.599976,1411.27002,1411.27002,6509300000
8/17/2007,1411.26001,1450.329956,1411.26001,1445.939941,1445.939941,3570040000
8/20/2007,1445.939941,1451.75,1430.540039,1445.550049,1445.550049,3321340000
8/21/2007,1445.550049,1455.319946,1439.76001,1447.119995,1447.119995,3012150000
8/22/2007,1447.030029,1464.859985,1447.030029,1464.069946,1464.069946,3309120000
8/23/2007,1464.050049,1472.060059,1453.880005,1462.5,1462.5,3084390000
8/24/2007,1462.339966,1479.400024,1460.540039,1479.369995,1479.369995,2541400000
8/27/2007,1479.359985,1479.359985,1465.97998,1466.790039,1466.790039,2406180000
8/28/2007,1466.719971,1466.719971,1432.01001,1432.359985,1432.359985,3078090000
8/29/2007,1432.01001,1463.76001,1432.01001,1463.76001,1463.76001,2824070000
8/30/2007,1463.670044,1468.430054,1451.25,1457.640015,1457.640015,2582960000
8/31/2007,1457.609985,1481.469971,1457.609985,1473.98999,1473.98999,2731610000
9/4/2007,1473.959961,1496.400024,1472.150024,1489.420044,1489.420044,2766600000
9/5/2007,1488.76001,1488.76001,1466.339966,1472.290039,1472.290039,2991600000
9/6/2007,1472.030029,1481.48999,1467.410034,1478.550049,1478.550049,2459590000
9/7/2007,1478.550049,1478.550049,1449.069946,1453.550049,1453.550049,3191080000
9/10/2007,1453.5,1462.25,1439.290039,1451.699951,1451.699951,2835720000
9/11/2007,1451.689941,1472.47998,1451.689941,1471.48999,1471.48999,3015330000
9/12/2007,1471.099976,1479.5,1465.75,1471.560059,1471.560059,2885720000
9/13/2007,1471.469971,1489.579956,1471.469971,1483.949951,1483.949951,2877080000
9/14/2007,1483.949951,1485.98999,1473.180054,1484.25,1484.25,2641740000
9/17/2007,1484.23999,1484.23999,1471.819946,1476.650024,1476.650024,2598390000
9/18/2007,1476.630005,1519.890015,1476.630005,1519.780029,1519.780029,3708940000
9/19/2007,1519.75,1538.73999,1519.75,1529.030029,1529.030029,3846750000
9/20/2007,1528.689941,1529.140015,1516.420044,1518.75,1518.75,2957700000
9/21/2007,1518.75,1530.890015,1518.75,1525.75,1525.75,3679460000
9/24/2007,1525.75,1530.180054,1516.150024,1517.72998,1517.72998,3131310000
9/25/2007,1516.339966,1518.27002,1507.130005,1517.209961,1517.209961,3187770000
9/26/2007,1518.619995,1529.390015,1518.619995,1525.420044,1525.420044,3237390000
9/27/2007,1527.319946,1532.459961,1525.810059,1531.380005,1531.380005,2872180000
9/28/2007,1531.23999,1533.73999,1521.98999,1526.75,1526.75,2925350000
10/1/2007,1527.290039,1549.02002,1527.25,1547.040039,1547.040039,3281990000
10/2/2007,1546.959961,1548.01001,1540.369995,1546.630005,1546.630005,3101910000
10/3/2007,1545.800049,1545.839966,1536.339966,1539.589966,1539.589966,3065320000
10/4/2007,1539.910034,1544.02002,1537.630005,1542.839966,1542.839966,2690430000
10/5/2007,1543.839966,1561.910034,1543.839966,1557.589966,1557.589966,2919030000
10/8/2007,1556.51001,1556.51001,1549,1552.579956,1552.579956,2040650000
10/9/2007,1553.180054,1565.26001,1551.819946,1565.150024,1565.150024,2932040000
10/10/2007,1564.97998,1565.420044,1555.459961,1562.469971,1562.469971,3044760000
10/11/2007,1564.719971,1576.089966,1546.719971,1554.410034,1554.410034,3911260000
10/12/2007,1555.410034,1563.030029,1554.089966,1561.800049,1561.800049,2788690000
10/15/2007,1562.25,1564.73999,1540.810059,1548.709961,1548.709961,3139290000
10/16/2007,1547.810059,1547.810059,1536.290039,1538.530029,1538.530029,3234560000
10/17/2007,1544.439941,1550.660034,1526.01001,1541.23999,1541.23999,3638070000
10/18/2007,1539.290039,1542.790039,1531.76001,1540.079956,1540.079956,3203210000
10/19/2007,1540,1540,1500.26001,1500.630005,1500.630005,4160970000
10/22/2007,1497.790039,1508.060059,1490.400024,1506.329956,1506.329956,3471830000
10/23/2007,1509.300049,1520.01001,1503.609985,1519.589966,1519.589966,3309120000
10/24/2007,1516.609985,1517.22998,1489.560059,1515.880005,1515.880005,4003300000
10/25/2007,1516.150024,1523.23999,1500.459961,1514.400024,1514.400024,4183960000
10/26/2007,1522.170044,1535.530029,1520.180054,1535.280029,1535.280029,3612120000
10/29/2007,1536.920044,1544.670044,1536.430054,1540.97998,1540.97998,3124480000
10/30/2007,1539.420044,1539.420044,1529.550049,1531.02002,1531.02002,3212520000
10/31/2007,1532.150024,1552.76001,1529.400024,1549.380005,1549.380005,3953070000
11/1/2007,1545.790039,1545.790039,1506.660034,1508.439941,1508.439941,4241470000
11/2/2007,1511.069946,1513.150024,1492.530029,1509.650024,1509.650024,4285990000
11/5/2007,1505.609985,1510.839966,1489.949951,1502.170044,1502.170044,3819330000
11/6/2007,1505.329956,1520.77002,1499.069946,1520.27002,1520.27002,3879160000
11/7/2007,1515.459961,1515.459961,1475.040039,1475.619995,1475.619995,4353160000
11/8/2007,1475.27002,1482.5,1450.310059,1474.77002,1474.77002,5439720000
11/9/2007,1467.589966,1474.089966,1448.51001,1453.699951,1453.699951,4587050000
11/12/2007,1453.660034,1464.939941,1438.530029,1439.180054,1439.180054,4192520000
11/13/2007,1441.349976,1481.369995,1441.349976,1481.050049,1481.050049,4141310000
11/14/2007,1483.400024,1492.140015,1466.469971,1470.579956,1470.579956,4031470000
11/15/2007,1468.040039,1472.670044,1443.48999,1451.150024,1451.150024,3941010000
11/16/2007,1453.089966,1462.180054,1443.98999,1458.73999,1458.73999,4168870000
11/19/2007,1456.699951,1456.699951,1430.420044,1433.27002,1433.27002,4119650000
11/20/2007,1434.51001,1452.640015,1419.280029,1439.699951,1439.699951,4875150000
11/21/2007,1434.709961,1436.400024,1415.640015,1416.77002,1416.77002,4076230000
11/23/2007,1417.619995,1440.859985,1417.619995,1440.699951,1440.699951,1612720000
11/26/2007,1440.73999,1446.089966,1406.099976,1407.219971,1407.219971,3706470000
11/27/2007,1409.589966,1429.48999,1407.430054,1428.22998,1428.22998,4320720000
11/28/2007,1432.949951,1471.619995,1432.949951,1469.02002,1469.02002,4508020000
11/29/2007,1467.410034,1473.810059,1458.359985,1469.719971,1469.719971,3524730000
11/30/2007,1471.829956,1488.939941,1470.890015,1481.140015,1481.140015,4422200000
12/3/2007,1479.630005,1481.160034,1470.079956,1472.420044,1472.420044,3323250000
12/4/2007,1471.339966,1471.339966,1460.660034,1462.790039,1462.790039,3343620000
12/5/2007,1465.219971,1486.089966,1465.219971,1485.01001,1485.01001,3663660000
12/6/2007,1484.589966,1508.02002,1482.189941,1507.339966,1507.339966,3568570000
12/7/2007,1508.599976,1510.630005,1502.660034,1504.660034,1504.660034,3177710000
12/10/2007,1505.109985,1518.27002,1504.959961,1515.959961,1515.959961,2911760000
12/11/2007,1516.680054,1523.569946,1475.98999,1477.650024,1477.650024,4080180000
12/12/2007,1487.579956,1511.959961,1468.22998,1486.589966,1486.589966,4482120000
12/13/2007,1483.27002,1489.400024,1469.209961,1488.410034,1488.410034,3635170000
12/14/2007,1486.189941,1486.670044,1467.780029,1467.949951,1467.949951,3401050000
12/17/2007,1465.050049,1465.050049,1445.430054,1445.900024,1445.900024,3569030000
12/18/2007,1445.920044,1460.160034,1435.650024,1454.97998,1454.97998,3723690000
12/19/2007,1454.699951,1464.420044,1445.310059,1453,1453,3401300000
12/20/2007,1456.420044,1461.530029,1447.219971,1460.119995,1460.119995,3526890000
12/21/2007,1463.189941,1485.400024,1463.189941,1484.459961,1484.459961,4508590000
12/24/2007,1484.550049,1497.630005,1484.550049,1496.449951,1496.449951,1267420000
12/26/2007,1495.119995,1498.849976,1488.199951,1497.660034,1497.660034,2010500000
12/27/2007,1495.050049,1495.050049,1475.859985,1476.27002,1476.27002,2365770000
12/28/2007,1479.829956,1488.01001,1471.699951,1478.48999,1478.48999,2420510000
12/31/2007,1475.25,1475.829956,1465.130005,1468.359985,1468.359985,2440880000
1/2/2008,1467.969971,1471.77002,1442.069946,1447.160034,1447.160034,3452650000
1/3/2008,1447.550049,1456.800049,1443.72998,1447.160034,1447.160034,3429500000
1/4/2008,1444.01001,1444.01001,1411.189941,1411.630005,1411.630005,4166000000
1/7/2008,1414.069946,1423.869995,1403.449951,1416.180054,1416.180054,4221260000
1/8/2008,1415.709961,1430.280029,1388.300049,1390.189941,1390.189941,4705390000
1/9/2008,1390.25,1409.189941,1378.699951,1409.130005,1409.130005,5351030000
1/10/2008,1406.780029,1429.089966,1395.310059,1420.329956,1420.329956,5170490000
1/11/2008,1419.910034,1419.910034,1394.829956,1401.02002,1401.02002,4495840000
1/14/2008,1402.910034,1417.890015,1402.910034,1416.25,1416.25,3682090000
1/15/2008,1411.880005,1411.880005,1380.599976,1380.949951,1380.949951,4601640000
1/16/2008,1377.410034,1391.98999,1364.27002,1373.199951,1373.199951,5440620000
1/17/2008,1374.790039,1377.719971,1330.670044,1333.25,1333.25,5303130000
1/18/2008,1333.900024,1350.280029,1312.51001,1325.189941,1325.189941,6004840000
1/22/2008,1312.939941,1322.089966,1274.290039,1310.5,1310.5,6544690000
1/23/2008,1310.410034,1339.089966,1270.050049,1338.599976,1338.599976,3241680000
1/24/2008,1340.130005,1355.150024,1334.310059,1352.069946,1352.069946,5735300000
1/25/2008,1357.319946,1368.560059,1327.5,1330.609985,1330.609985,4882250000
1/28/2008,1330.699951,1353.969971,1322.26001,1353.959961,1353.959961,4100930000
1/29/2008,1355.939941,1364.930054,1350.189941,1362.300049,1362.300049,4232960000
1/30/2008,1362.219971,1385.859985,1352.949951,1355.810059,1355.810059,4742760000
1/31/2008,1351.97998,1385.619995,1334.079956,1378.550049,1378.550049,4970290000
2/1/2008,1378.599976,1396.02002,1375.930054,1395.420044,1395.420044,4650770000
2/4/2008,1395.380005,1395.380005,1379.689941,1380.819946,1380.819946,3495780000
2/5/2008,1380.280029,1380.280029,1336.640015,1336.640015,1336.640015,4315740000
2/6/2008,1339.47998,1351.959961,1324.339966,1326.449951,1326.449951,4008120000
2/7/2008,1324.01001,1347.160034,1316.75,1336.910034,1336.910034,4589160000
2/8/2008,1336.880005,1341.219971,1321.060059,1331.290039,1331.290039,3768490000
2/11/2008,1331.920044,1341.400024,1320.319946,1339.130005,1339.130005,3593140000
2/12/2008,1340.550049,1362.099976,1339.359985,1348.859985,1348.859985,4044640000
2/13/2008,1353.119995,1369.22998,1350.780029,1367.209961,1367.209961,3856420000
2/14/2008,1367.329956,1368.160034,1347.310059,1348.859985,1348.859985,3644760000
2/15/2008,1347.52002,1350,1338.130005,1349.98999,1349.98999,3583300000
2/19/2008,1355.859985,1367.280029,1345.050049,1348.780029,1348.780029,3613550000
2/20/2008,1348.390015,1363.709961,1336.550049,1360.030029,1360.030029,3870520000
2/21/2008,1362.209961,1367.939941,1339.339966,1342.530029,1342.530029,3696660000
2/22/2008,1344.219971,1354.300049,1327.040039,1353.109985,1353.109985,3572660000
2/25/2008,1352.75,1374.359985,1346.030029,1371.800049,1371.800049,3866350000
2/26/2008,1371.76001,1387.339966,1363.290039,1381.290039,1381.290039,4096060000
2/27/2008,1378.949951,1388.339966,1372,1380.02002,1380.02002,3904700000
2/28/2008,1378.160034,1378.160034,1363.160034,1367.680054,1367.680054,3938580000
2/29/2008,1364.069946,1364.069946,1325.420044,1330.630005,1330.630005,4426730000
3/3/2008,1330.449951,1335.130005,1320.040039,1331.339966,1331.339966,4117570000
3/4/2008,1329.579956,1331.030029,1307.390015,1326.75,1326.75,4757180000
3/5/2008,1327.689941,1344.189941,1320.219971,1333.699951,1333.699951,4277710000
3/6/2008,1332.199951,1332.199951,1303.420044,1304.339966,1304.339966,4323460000
3/7/2008,1301.530029,1313.23999,1282.430054,1293.369995,1293.369995,4565410000
3/10/2008,1293.160034,1295.01001,1272.660034,1273.369995,1273.369995,4261240000
3/11/2008,1274.400024,1320.650024,1274.400024,1320.650024,1320.650024,5109080000
3/12/2008,1321.130005,1333.26001,1307.859985,1308.77002,1308.77002,4414280000
3/13/2008,1305.26001,1321.680054,1282.109985,1315.47998,1315.47998,5073360000
3/14/2008,1316.050049,1321.469971,1274.859985,1288.140015,1288.140015,5153780000
3/17/2008,1283.209961,1287.5,1256.97998,1276.599976,1276.599976,5683010000
3/18/2008,1277.160034,1330.73999,1277.160034,1330.73999,1330.73999,5335630000
3/19/2008,1330.969971,1341.51001,1298.420044,1298.420044,1298.420044,5358550000
3/20/2008,1299.670044,1330.670044,1295.219971,1329.51001,1329.51001,6145220000
3/24/2008,1330.290039,1359.680054,1330.290039,1349.880005,1349.880005,4499000000
3/25/2008,1349.069946,1357.469971,1341.209961,1352.98999,1352.98999,4145120000
3/26/2008,1352.449951,1352.449951,1336.410034,1341.130005,1341.130005,4055670000
3/27/2008,1340.339966,1345.619995,1325.660034,1325.76001,1325.76001,4037930000
3/28/2008,1327.02002,1334.869995,1312.949951,1315.219971,1315.219971,3686980000
3/31/2008,1315.920044,1328.52002,1312.810059,1322.699951,1322.699951,4188990000
4/1/2008,1326.410034,1370.180054,1326.410034,1370.180054,1370.180054,4745120000
4/2/2008,1369.959961,1377.949951,1361.550049,1367.530029,1367.530029,4320440000
4/3/2008,1365.689941,1375.660034,1358.680054,1369.310059,1369.310059,3920100000
4/4/2008,1369.849976,1380.910034,1362.829956,1370.400024,1370.400024,3703100000
4/7/2008,1373.689941,1386.73999,1369.02002,1372.540039,1372.540039,3747780000
4/8/2008,1370.160034,1370.160034,1360.619995,1365.540039,1365.540039,3602500000
4/9/2008,1365.5,1368.390015,1349.969971,1354.48999,1354.48999,3556670000
4/10/2008,1355.369995,1367.23999,1350.109985,1360.550049,1360.550049,3686150000
4/11/2008,1357.97998,1357.97998,1331.209961,1332.829956,1332.829956,3723790000
4/14/2008,1332.199951,1335.640015,1326.160034,1328.319946,1328.319946,3565020000
4/15/2008,1331.719971,1337.719971,1324.349976,1334.430054,1334.430054,3581230000
4/16/2008,1337.02002,1365.48999,1337.02002,1364.709961,1364.709961,4260370000
4/17/2008,1363.369995,1368.599976,1357.25,1365.560059,1365.560059,3713880000
4/18/2008,1369,1395.900024,1369,1390.329956,1390.329956,4222380000
4/21/2008,1387.719971,1390.22998,1379.25,1388.170044,1388.170044,3420570000
4/22/2008,1386.430054,1386.430054,1369.839966,1375.939941,1375.939941,3821900000
4/23/2008,1378.400024,1387.869995,1372.23999,1379.930054,1379.930054,4103610000
